Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
14,2007,,Pat Misch,25,0,4,0.0,4.24,18,4,2,0,0,0,40.1,47,21,19,3,12,2,26,2,0,0,176,107,3.96,1.463,10.5,0.7,2.7,5.8,2.17,Left,No
15,2007,,Scott Atchison,31,0,0,0.0,4.11,22,0,4,0,0,0,30.2,32,14,14,5,10,0,25,1,0,2,131,110,4.81,1.37,9.4,1.5,2.9,7.3,2.5,Right,No
16,2007,,Brian Wilson,25,1,2,0.333,2.28,24,0,9,0,0,6,23.2,16,6,6,1,7,0,18,1,0,0,93,199,3.28,0.972,6.1,0.4,2.7,6.8,2.57,Right,No
17,2007,,Armando Benítez,34,0,3,0.0,4.67,19,0,17,0,0,9,17.1,17,9,9,3,9,1,18,0,2,0,78,98,4.97,1.5,8.8,1.6,4.7,9.3,2.0,Right,No
18,2007,,Tyler Walker,31,2,0,1.0,1.26,15,0,1,0,0,0,14.1,12,2,2,0,4,1,9,0,0,0,53,365,2.82,1.116,7.5,0.0,2.5,5.7,2.25,Right,No
19,2007,,Scott Munter,27,1,1,0.5,4.22,12,0,5,0,0,0,10.2,14,5,5,0,4,0,4,0,0,0,46,110,3.62,1.688,11.8,0.0,3.4,3.4,1.0,Right,No
20,2007,,Dan Giese,30,0,2,0.0,4.82,8,0,3,0,0,0,9.1,8,5,5,4,2,0,7,0,0,0,37,96,7.95,1.071,7.7,3.9,1.9,6.8,3.5,Right,No
21,2007,,Travis Blackley,24,0,0,0.0,7.27,2,2,0,0,0,0,8.2,10,7,7,2,5,0,5,0,1,0,40,64,6.82,1.731,10.4,2.1,5.2,5.2,1.0,Left,No
22,2007,,Erick Threets,25,0,0,0.0,19.29,3,0,1,0,0,0,2.1,5,5,5,0,3,0,1,0,0,1,15,27,6.24,3.429,19.3,0.0,11.6,3.9,0.33,Left,No
1,2006,SP,Jason Schmidt,33,11,9,0.55,3.59,32,32,0,3,1,0,213.1,189,94,85,21,80,6,180,6,1,11,894,126,3.95,1.261,8.0,0.9,3.4,7.6,2.25,Right,No
2,2006,SP,Matt Morris,31,10,15,0.4,4.98,33,33,0,2,0,0,207.2,218,123,115,22,63,9,117,14,3,1,903,90,4.51,1.353,9.4,1.0,2.7,5.1,1.86,Right,No
3,2006,SP,Matt Cain,21,13,12,0.52,4.15,32,31,1,1,1,0,190.2,157,93,88,18,87,1,179,6,2,9,818,108,3.96,1.28,7.4,0.8,4.1,8.4,2.06,Right,No
4,2006,SP,Noah Lowry,25,7,10,0.412,4.74,27,27,0,1,1,0,159.1,166,89,84,21,56,2,84,6,1,2,689,95,4.97,1.393,9.4,1.2,3.2,4.7,1.5,Left,No
5,2006,SP,Jamey Wright,31,6,10,0.375,5.19,34,21,2,0,0,0,156.0,167,95,90,16,64,4,79,10,0,6,676,87,4.89,1.481,9.6,0.9,3.7,4.6,1.23,Right,No
6,2006,CL,Armando Benítez,33,4,2,0.667,3.52,41,0,33,0,0,17,38.1,39,15,15,6,21,2,31,0,0,1,171,129,5.21,1.565,9.2,1.4,4.9,7.3,1.48,Right,No
7,2006,RP,Brad Hennessey,26,5,6,0.455,4.26,34,12,9,0,0,1,99.1,92,53,47,12,42,1,42,10,0,3,428,106,5.44,1.349,8.3,1.1,3.8,3.8,1.0,Right,No
8,2006,RP,Kevin Correia,25,2,0,1.0,3.49,48,0,9,0,0,0,69.2,64,27,27,5,22,0,57,3,0,0,295,129,3.52,1.234,8.3,0.6,2.8,7.4,2.59,Right,No
9,2006,RP,Steve Kline,33,4,3,0.571,3.66,72,0,17,0,0,1,51.2,53,24,21,3,26,3,33,1,0,1,227,124,4.19,1.529,9.2,0.5,4.5,5.7,1.27,Left,No
10,2006,RP,Jeremy Accardo,24,1,3,0.25,4.91,38,0,16,0,0,3,40.1,38,23,22,2,11,3,40,1,0,2,170,92,2.7,1.215,8.5,0.4,2.5,8.9,3.64,Right,No
11,2006,,Jonathan Sánchez,23,3,1,0.75,4.95,27,4,4,0,0,0,40.0,39,26,22,2,23,0,33,4,0,2,185,92,4.17,1.55,8.8,0.5,5.2,7.4,1.43,Left,No
12,2006,,Brian Wilson,24,2,3,0.4,5.4,31,0,9,0,0,1,30.0,32,19,18,1,21,2,23,1,0,0,141,84,4.25,1.767,9.6,0.3,6.3,6.9,1.1,Right,No
13,2006,,Mike Stanton,39,4,2,0.667,3.09,26,0,15,0,0,8,23.1,23,8,8,1,6,0,18,1,0,3,94,148,3.06,1.243,8.9,0.4,2.3,6.9,3.0,Left,No
14,2006,,Scott Munter,26,0,1,0.0,8.74,27,0,11,0,0,0,22.2,30,22,22,1,18,2,7,2,0,0,110,52,5.75,2.118,11.9,0.4,7.1,2.8,0.39,Right,No
15,2006,,Vinnie Chulk,27,0,3,0.0,5.24,28,0,5,0,0,0,22.1,17,13,13,2,15,2,25,1,0,3,98,87,4.22,1.433,6.9,0.8,6.0,10.1,1.67,Right,No
16,2006,,Tim Worrell,38,3,2,0.6,7.52,23,0,12,0,0,6,20.1,28,18,17,9,7,0,12,1,0,0,99,61,8.9,1.721,12.4,4.0,3.1,5.3,1.71,Right,No
17,2006,,Jack Taschner,28,0,1,0.0,8.38,24,0,6,0,0,0,19.1,31,23,18,4,7,0,15,2,0,3,101,55,5.68,1.966,14.4,1.9,3.3,7.0,2.14,Left,No
18,2006,,Jeff Fassero,43,1,1,0.5,7.8,10,1,2,0,0,0,15.0,23,13,13,4,8,0,7,0,0,2,73,59,7.28,2.067,13.8,2.4,4.8,4.2,0.88,Left,No
19,2006,,Tyler Walker,30,0,1,0.0,15.19,6,0,1,0,0,0,5.1,9,9,9,1,5,0,3,0,0,1,28,31,7.27,2.625,15.2,1.7,8.4,5.1,0.6,Right,No
20,2006,,Billy Sadler,24,0,0,0.0,6.75,5,0,2,0,0,0,4.0,5,3,3,2,2,0,6,1,0,0,20,72,8.9,1.75,11.3,4.5,4.5,13.5,3.0,Right,No
21,2006,,Pat Misch,24,0,0,0.0,0.0,1,0,0,0,0,0,1.0,2,0,0,0,0,0,1,0,0,0,5,0,1.15,2.0,18.0,0.0,0.0,9.0,0.0,Left,No
1,2005,SP,Noah Lowry,24,13,13,0.5,3.78,33,33,0,0,0,0,204.2,193,92,86,21,76,1,172,7,0,2,875,113,3.89,1.314,8.5,0.9,3.3,7.6,2.26,Left,No
2,2005,SP,Brett Tomko,32,8,15,0.348,4.48,33,30,1,3,0,1,190.2,205,99,95,20,57,11,114,7,0,5,823,95,4.19,1.374,9.7,0.9,2.7,5.4,2.0,Right,No
3,2005,SP,Jason Schmidt,32,12,7,0.632,4.4,29,29,0,0,0,0,172.0,160,90,84,16,85,4,165,5,1,7,757,97,3.88,1.424,8.4,0.8,4.4,8.6,1.94,Right,No
4,2005,SP,Brad Hennessey,25,5,8,0.385,4.64,21,21,0,0,0,0,118.1,127,63,61,15,52,3,64,4,1,3,521,92,5.01,1.513,9.7,1.1,4.0,4.9,1.23,Right,No
5,2005,SP,Kirk Rueter,34,2,7,0.222,5.95,20,18,1,0,0,0,107.1,131,78,71,12,47,3,25,1,0,3,489,72,5.35,1.658,11.0,1.0,3.9,2.1,0.53,Left,No
6,2005,SP,Kevin Correia,24,2,5,0.286,4.63,16,11,1,0,0,0,58.1,61,31,30,12,31,2,44,4,0,2,264,93,5.99,1.577,9.4,1.9,4.8,6.8,1.42,Right,No
7,2005,CL,Tyler Walker,29,6,4,0.6,4.23,67,0,39,0,0,23,61.2,68,31,29,9,27,6,54,3,0,4,279,102,4.63,1.541,9.9,1.3,3.9,7.9,2.0,Right,No
8,2005,RP,Jeff Fassero,42,4,7,0.364,4.05,48,6,11,0,0,0,91.0,92,48,41,7,31,1,60,0,0,3,384,106,3.72,1.352,9.1,0.7,3.1,5.9,1.94,Left,No
9,2005,RP,Scott Eyre,33,2,2,0.5,2.63,86,0,15,0,0,0,68.1,48,21,20,3,26,0,65,4,0,3,277,163,3.01,1.083,6.3,0.4,3.4,8.6,2.5,Left,No
10,2005,RP,Jason Christiansen,35,6,1,0.857,5.36,56,0,10,0,0,0,42.0,48,27,25,4,15,2,17,0,0,0,188,80,4.52,1.5,10.3,0.9,3.2,3.6,1.13,Left,No
11,2005,RP,Scott Munter,25,2,0,1.0,2.56,45,0,7,0,0,0,38.2,40,15,11,1,12,1,11,1,0,1,159,168,3.8,1.345,9.3,0.2,2.8,2.6,0.92,Right,No
12,2005,,Matt Cain,20,2,1,0.667,2.33,7,7,0,1,0,0,46.1,24,12,12,4,19,1,30,0,0,1,181,185,4.08,0.928,4.7,0.8,3.7,5.8,1.58,Right,No
13,2005,,LaTroy Hawkins,32,1,4,0.2,4.1,45,0,9,0,0,2,37.1,40,18,17,3,17,3,30,0,0,1,167,105,3.82,1.527,9.6,0.7,4.1,7.2,1.76,Right,No
14,2005,,Jim Brower,32,2,1,0.667,6.53,32,0,8,0,0,1,30.1,40,22,22,5,15,0,25,2,0,2,144,66,5.2,1.813,11.9,1.5,4.5,7.4,1.67,Right,No
15,2005,,Armando Benítez,32,2,3,0.4,4.5,30,0,27,0,0,19,30.0,25,17,15,5,16,0,23,0,0,0,127,96,5.25,1.367,7.5,1.5,4.8,6.9,1.44,Right,No
16,2005,,Jeremy Accardo,23,1,5,0.167,3.94,28,0,7,0,0,0,29.2,26,13,13,2,9,1,16,1,0,1,124,110,3.83,1.18,7.9,0.6,2.7,4.9,1.78,Right,No
17,2005,,Jack Taschner,27,2,0,1.0,1.59,24,0,7,0,0,0,22.2,15,5,4,0,13,0,19,0,0,0,95,273,3.06,1.235,6.0,0.0,5.2,7.5,1.46,Left,No
18,2005,,Matt Herges,35,1,1,0.5,4.71,21,0,5,0,0,0,21.0,23,11,11,2,7,1,6,0,0,0,90,92,4.69,1.429,9.9,0.9,3.0,2.6,0.86,Right,No
19,2005,,Brian Cooper,30,0,1,0.0,3.06,8,1,3,0,0,0,17.2,15,6,6,0,8,0,7,0,0,0,73,143,3.59,1.302,7.6,0.0,4.1,3.6,0.88,Right,No
20,2005,,Jerome Williams,23,0,2,0.0,6.48,4,3,0,0,0,0,16.2,21,12,12,2,4,1,11,1,0,0,73,67,4.16,1.5,11.3,1.1,2.2,5.9,2.75,Right,No
21,2005,,Matt Kinney,28,2,0,1.0,6.0,5,1,1,0,0,0,12.0,18,8,8,2,6,0,3,1,0,0,55,73,6.44,2.0,13.5,1.5,4.5,2.3,0.5,Right,No
22,2005,,Al Levine,37,0,0,0.0,9.58,9,0,4,0,0,0,10.1,16,11,11,2,4,1,4,0,0,0,51,46,5.92,1.935,13.9,1.7,3.5,3.5,1.0,Right,No
23,2005,,Jesse Foppert,24,0,0,0.0,5.23,3,2,0,0,0,0,10.1,11,7,6,2,13,0,6,1,1,0,53,85,8.44,2.323,9.6,1.7,11.3,5.2,0.46,Right,No
24,2005,,Brandon Puffer,29,0,0,0.0,10.29,3,0,2,0,0,0,7.0,9,8,8,2,2,0,1,0,0,0,31,44,7.31,1.571,11.6,2.6,2.6,1.3,0.5,Right,No
1,2004,SP,Jason Schmidt,31,18,7,0.72,3.2,32,32,0,4,3,0,225.0,165,84,80,18,77,3,251,3,1,7,907,136,2.92,1.076,6.6,0.7,3.1,10.0,3.26,Right,No
2,2004,SP,Brett Tomko,31,11,7,0.611,4.04,32,31,1,2,1,0,194.0,196,98,87,19,64,3,108,0,0,10,825,108,4.2,1.34,9.1,0.9,3.0,5.0,1.69,Right,No
3,2004,SP,Kirk Rueter,33,9,12,0.429,4.73,33,33,0,0,0,0,190.1,225,108,100,21,66,5,56,1,0,1,840,92,4.95,1.529,10.6,1.0,3.1,2.6,0.85,Left,No
4,2004,SP,Jerome Williams,22,10,7,0.588,4.24,22,22,0,0,0,0,129.1,123,69,61,14,44,1,80,17,1,2,559,103,4.63,1.291,8.6,1.0,3.1,5.6,1.82,Right,No
5,2004,SP,Noah Lowry,23,6,0,1.0,3.82,16,14,0,2,1,0,92.0,91,41,39,10,28,1,72,0,0,2,383,115,3.81,1.293,8.9,1.0,2.7,7.0,2.57,Left,No
6,2004,CL,Matt Herges,34,4,5,0.444,5.23,70,0,43,0,0,23,65.1,90,44,38,8,21,4,39,3,0,2,301,84,4.55,1.699,12.4,1.1,2.9,5.4,1.86,Right,No
7,2004,RP,Jim Brower,31,7,7,0.5,3.29,89,0,21,0,0,1,93.0,90,42,34,6,36,2,63,4,0,10,401,133,3.82,1.355,8.7,0.6,3.5,6.1,1.75,Right,No
8,2004,RP,Scott Eyre,32,2,2,0.5,4.1,83,0,12,0,0,1,52.2,43,26,24,8,27,3,49,0,0,3,229,107,4.7,1.329,7.3,1.4,4.6,8.4,1.81,Left,No
9,2004,RP,Felix Rodriguez,31,3,5,0.375,3.43,53,0,8,0,0,0,44.2,43,18,17,7,19,2,31,4,0,4,199,128,5.24,1.388,8.7,1.4,3.8,6.2,1.63,Right,No
10,2004,RP,Jason Christiansen,34,4,3,0.571,4.5,60,0,11,0,0,3,36.0,34,20,18,3,26,1,22,3,0,3,167,98,5.33,1.667,8.5,0.8,6.5,5.5,0.85,Left,No
11,2004,,Dustin Hermanson,31,6,9,0.4,4.53,47,18,26,0,0,17,131.0,132,71,66,15,46,5,102,3,0,4,565,96,4.1,1.359,9.1,1.0,3.2,7.0,2.22,Right,No
12,2004,,Tyler Walker,28,5,1,0.833,4.24,52,0,13,0,0,1,63.2,69,31,30,8,24,1,48,1,0,1,275,103,4.35,1.461,9.8,1.1,3.4,6.8,2.0,Right,No
13,2004,,Wayne Franklin,30,2,1,0.667,6.39,43,2,8,0,0,0,50.2,55,37,36,11,22,2,40,3,0,0,227,69,5.77,1.52,9.8,2.0,3.9,7.1,1.82,Left,No
14,2004,,Brad Hennessey,24,2,2,0.5,4.98,7,7,0,0,0,0,34.1,42,24,19,2,15,1,25,0,0,1,163,88,3.66,1.66,11.0,0.5,3.9,6.6,1.67,Right,No
15,2004,,Kevin Correia,23,0,1,0.0,8.05,12,1,5,0,0,0,19.0,25,20,17,3,10,0,14,1,0,0,92,55,5.36,1.842,11.8,1.4,4.7,6.6,1.4,Right,No
16,2004,,Brian Cooper,29,0,2,0.0,8.78,5,2,0,0,0,0,13.1,15,13,13,4,5,1,7,1,0,1,61,51,7.25,1.5,10.1,2.7,3.4,4.7,1.4,Right,No
17,2004,,David Aardsma,22,1,0,1.0,6.75,11,0,5,0,0,0,10.2,20,8,8,1,10,0,5,2,0,0,61,67,6.71,2.813,16.9,0.8,8.4,4.2,0.5,Right,No
18,2004,,Dave Burba,37,1,0,1.0,5.68,6,0,1,0,0,0,6.1,7,4,4,1,2,0,3,0,0,1,27,81,5.1,1.421,9.9,1.4,2.8,4.3,1.5,Right,No
19,2004,,Kevin Walker,27,0,0,0.0,16.2,5,0,0,0,0,0,1.2,3,3,3,1,2,0,1,1,0,0,10,33,15.05,3.0,16.2,5.4,10.8,5.4,0.5,Left,No
20,2004,,Merkin Valdez,22,0,0,0.0,27.0,2,0,0,0,0,0,1.2,4,5,5,1,3,0,2,0,0,0,12,20,13.85,4.2,21.6,5.4,16.2,10.8,0.67,Right,No
21,2004,,Leo Estrella,29,0,0,0.0,27.0,2,0,0,0,0,0,1.1,8,4,4,0,1,0,0,0,0,0,13,20,5.3,6.75,54.0,0.0,6.8,0.0,0.0,Right,No
22,2004,,Jesse Foppert,23,0,0,0.0,0.0,1,0,0,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,4,0,-0.95,1.0,9.0,0.0,0.0,18.0,0.0,Right,No
1,2003,SP,Jason Schmidt,30,17,5,0.773,2.34,29,29,0,5,3,0,207.2,152,56,54,14,46,1,208,5,1,7,819,180,2.64,0.953,6.6,0.6,2.0,9.0,4.52,Right,No
2,2003,SP,Kirk Rueter,32,10,5,0.667,4.53,27,27,0,0,0,0,147.0,170,77,74,14,47,2,41,1,0,0,632,93,4.69,1.476,10.4,0.9,2.9,2.5,0.87,Left,No
3,2003,SP,Jerome Williams,21,7,5,0.583,3.3,21,21,0,2,1,0,131.0,116,54,48,10,49,3,88,7,1,2,545,128,3.96,1.26,8.0,0.7,3.4,6.0,1.8,Right,No
4,2003,SP,Damian Moss,26,9,7,0.563,4.7,21,20,0,0,0,0,115.0,121,62,60,12,63,3,57,5,3,11,518,90,5.17,1.6,9.5,0.9,4.9,4.5,0.9,Left,No
5,2003,SP,Jesse Foppert,22,8,9,0.471,5.03,23,21,0,0,0,0,111.0,103,69,62,16,69,4,101,3,0,12,500,84,5.03,1.55,8.4,1.3,5.6,8.2,1.46,Right,No
6,2003,SP,Kurt Ainsworth,24,5,4,0.556,3.82,11,11,0,0,0,0,66.0,66,31,28,7,26,0,48,1,0,2,283,111,4.18,1.394,9.0,1.0,3.5,6.5,1.85,Right,No
7,2003,CL,Tim Worrell,35,4,4,0.5,2.87,76,0,64,0,0,38,78.1,74,35,25,5,28,6,65,0,0,5,335,147,3.27,1.302,8.5,0.6,3.2,7.5,2.32,Right,No
8,2003,RP,Jim Brower,30,8,5,0.615,3.96,51,5,13,0,0,2,100.0,90,48,44,8,39,2,65,1,0,4,411,106,3.97,1.29,8.1,0.7,3.5,5.9,1.67,Right,No
9,2003,RP,Joe Nathan,28,12,4,0.75,2.96,78,0,9,0,0,0,79.0,51,26,26,7,33,3,83,3,1,4,316,142,3.45,1.063,5.8,0.8,3.8,9.5,2.52,Right,No
10,2003,RP,Felix Rodriguez,30,8,2,0.8,3.1,68,0,24,0,0,2,61.0,59,21,21,5,29,2,46,4,1,5,265,136,4.21,1.443,8.7,0.7,4.3,6.8,1.59,Right,No
11,2003,RP,Scott Eyre,31,2,1,0.667,3.32,74,0,10,0,0,1,57.0,60,23,21,4,26,0,35,1,0,6,256,127,4.14,1.509,9.5,0.6,4.1,5.5,1.35,Left,No
12,2003,,Sidney Ponson,26,3,6,0.333,3.71,10,10,0,0,0,0,68.0,64,29,28,6,18,3,34,1,0,3,276,114,4.02,1.206,8.5,0.8,2.4,4.5,1.89,Right,No
13,2003,,Chad Zerbe,31,1,1,0.5,4.71,33,1,14,0,0,0,49.2,60,26,26,3,14,2,17,1,0,1,218,90,4.04,1.49,10.9,0.5,2.5,3.1,1.21,Left,No
14,2003,,Kevin Correia,22,3,1,0.75,3.66,10,7,1,0,0,0,39.1,41,16,16,6,18,1,28,4,0,2,173,116,5.27,1.5,9.4,1.4,4.1,6.4,1.56,Right,No
15,2003,,Dustin Hermanson,30,2,1,0.667,3.0,9,6,2,0,0,0,39.0,35,14,13,5,10,2,27,2,0,2,162,141,4.24,1.154,8.1,1.2,2.3,6.2,2.7,Right,No
16,2003,,Matt Herges,33,1,0,1.0,2.31,27,0,3,0,0,0,35.0,28,11,9,1,9,0,28,1,1,0,140,183,2.66,1.057,7.2,0.3,2.3,7.2,3.11,Right,No
17,2003,,Jason Christiansen,33,0,0,0.0,5.19,40,0,7,0,0,0,26.0,25,15,15,3,11,0,22,1,0,2,115,82,4.22,1.385,8.7,1.0,3.8,7.6,2.0,Left,No
18,2003,,Ryan Jensen,27,0,0,0.0,10.8,6,2,3,0,0,0,13.1,21,16,16,6,5,0,3,1,0,0,64,40,9.78,1.95,14.2,4.1,3.4,2.0,0.6,Right,No
19,2003,,Noah Lowry,22,0,0,0.0,0.0,4,0,3,0,0,0,6.1,1,0,0,0,2,0,5,1,0,0,24,0,2.87,0.474,1.4,0.0,2.8,7.1,2.5,Left,No
20,2003,,Brian Powell,29,0,1,0.0,13.5,1,1,0,0,0,0,4.2,8,7,7,3,1,0,3,0,0,0,22,34,10.75,1.929,15.4,5.8,1.9,5.8,3.0,Right,No
21,2003,,Manny Aybar,31,0,0,0.0,6.0,3,0,1,0,0,0,3.0,4,2,2,1,3,0,2,0,0,0,16,79,9.03,2.333,12.0,3.0,9.0,6.0,0.67,Right,No
1,2002,SP,Liván Hernández,27,12,16,0.429,4.38,33,33,0,5,3,0,216.0,233,113,105,19,71,5,134,4,1,1,921,89,3.91,1.407,9.7,0.8,3.0,5.6,1.89,Right,No
2,2002,SP,Russ Ortiz,28,14,10,0.583,3.61,33,33,0,2,0,0,214.1,191,89,86,15,94,5,137,4,0,5,911,107,3.97,1.33,8.0,0.6,3.9,5.8,1.46,Right,No
3,2002,SP,Kirk Rueter,31,14,8,0.636,3.23,33,33,0,0,0,0,203.2,204,83,73,22,54,7,76,1,0,3,846,120,4.43,1.267,9.0,1.0,2.4,3.4,1.41,Left,No
4,2002,SP,Jason Schmidt,29,13,8,0.619,3.45,29,29,0,2,2,0,185.1,148,78,71,15,73,1,196,2,0,12,769,112,3.11,1.192,7.2,0.7,3.5,9.5,2.68,Right,No
5,2002,SP,Ryan Jensen,26,13,8,0.619,4.51,32,30,0,1,0,0,171.2,183,93,86,21,66,4,105,5,0,3,744,86,4.57,1.45,9.6,1.1,3.5,5.5,1.59,Right,No
6,2002,CL,Robb Nen,32,6,2,0.75,2.2,68,0,66,0,0,43,73.2,64,19,18,2,20,8,81,1,0,1,301,177,1.97,1.14,7.8,0.2,2.4,9.9,4.05,Right,No
7,2002,RP,Tim Worrell,34,8,2,0.8,2.25,80,0,23,0,0,0,72.0,55,21,18,3,30,2,55,0,0,0,296,173,3.23,1.181,6.9,0.4,3.8,6.9,1.83,Right,No
8,2002,RP,Felix Rodriguez,29,8,6,0.571,4.17,71,0,12,0,0,0,69.0,53,33,32,5,29,1,58,4,0,4,288,93,3.66,1.188,6.9,0.7,3.8,7.6,2.0,Right,No
9,2002,RP,Jay Witasick,29,1,0,1.0,2.37,44,0,9,0,0,0,68.1,58,19,18,3,21,3,54,4,0,3,276,164,3.05,1.156,7.6,0.4,2.8,7.1,2.57,Right,No
10,2002,RP,Chad Zerbe,30,2,0,1.0,3.04,50,0,16,0,0,0,56.1,52,22,19,3,21,2,26,4,0,1,240,128,4.06,1.296,8.3,0.5,3.4,4.2,1.24,Left,No
11,2002,,Aaron Fultz,28,2,2,0.5,4.79,43,0,12,0,0,0,41.1,47,22,22,4,19,3,31,3,0,1,185,82,4.32,1.597,10.2,0.9,4.1,6.8,1.63,Left,No
12,2002,,Kurt Ainsworth,23,1,2,0.333,2.1,6,4,0,0,0,0,25.2,22,7,6,1,12,0,15,1,0,1,108,187,3.82,1.325,7.7,0.4,4.2,5.3,1.25,Right,No
13,2002,,Manny Aybar,30,1,0,1.0,2.51,15,0,4,0,0,0,14.1,16,6,4,1,3,2,11,1,1,0,63,158,3.17,1.326,10.0,0.6,1.9,6.9,3.67,Right,No
14,2002,,Scott Eyre,30,0,0,0.0,1.59,21,0,3,0,0,0,11.1,11,4,2,0,7,1,7,0,0,1,50,252,3.58,1.588,8.7,0.0,5.6,5.6,1.0,Left,No
15,2002,,Troy Brohawn,29,0,1,0.0,6.35,11,0,2,0,0,0,5.2,5,4,4,1,1,0,3,2,0,0,25,65,5.79,1.059,7.9,1.6,1.6,4.8,3.0,Left,No
16,2002,,Jason Christiansen,32,0,1,0.0,5.4,6,0,2,0,0,0,5.0,6,3,3,1,2,0,1,0,0,0,21,77,6.36,1.6,10.8,1.8,3.6,1.8,0.5,Left,No
17,2002,,Joe Nathan,27,0,0,0.0,0.0,4,0,3,0,0,0,3.2,1,0,0,0,0,0,2,0,0,0,12,0,1.87,0.273,2.5,0.0,0.0,4.9,0.0,Right,No
1,2001,SP,Liván Hernández,26,13,15,0.464,5.24,34,34,0,2,0,0,226.2,266,143,132,24,85,7,138,3,0,7,1008,76,4.37,1.549,10.6,1.0,3.4,5.5,1.62,Right,No
2,2001,SP,Russ Ortiz,27,17,9,0.654,3.29,33,33,0,1,1,0,218.2,187,90,80,13,91,3,169,0,1,8,911,121,3.52,1.271,7.7,0.5,3.7,7.0,1.86,Right,No
3,2001,SP,Kirk Rueter,30,14,12,0.538,4.42,34,34,0,0,0,0,195.1,213,105,96,25,66,4,83,4,0,1,840,90,4.94,1.428,9.8,1.2,3.0,3.8,1.26,Left,No
4,2001,SP,Shawn Estes,28,9,8,0.529,4.02,27,27,0,0,0,0,159.0,151,78,71,11,77,7,109,5,2,10,693,99,4.12,1.434,8.5,0.6,4.4,6.2,1.42,Left,No
5,2001,SP,Mark Gardner,39,5,5,0.5,5.4,23,15,2,0,0,0,91.2,93,57,55,17,34,3,53,3,0,0,398,74,5.51,1.385,9.1,1.7,3.3,5.2,1.56,Right,No
6,2001,SP,Jason Schmidt,28,7,1,0.875,3.39,11,11,0,0,0,0,66.1,57,29,25,2,33,1,65,0,0,5,284,118,2.97,1.357,7.7,0.3,4.5,8.8,1.97,Right,No
7,2001,CL,Robb Nen,31,4,5,0.444,3.01,79,0,71,0,0,45,77.2,58,28,26,6,22,6,93,1,0,2,312,132,2.55,1.03,6.7,0.7,2.5,10.8,4.23,Right,No
8,2001,RP,Felix Rodriguez,28,9,1,0.9,1.68,80,0,13,0,0,0,80.1,53,16,15,5,27,2,91,1,0,1,314,237,2.64,0.996,5.9,0.6,3.0,10.2,3.37,Right,No
9,2001,RP,Tim Worrell,33,2,5,0.286,3.45,73,0,12,0,0,0,78.1,71,33,30,4,33,4,63,3,0,2,339,116,3.48,1.328,8.2,0.5,3.8,7.2,1.91,Right,No
10,2001,RP,Aaron Fultz,27,3,1,0.75,4.56,66,0,17,0,0,1,71.0,70,40,36,9,21,3,67,1,0,1,300,87,3.74,1.282,8.9,1.1,2.7,8.5,3.19,Left,No
11,2001,RP,Brian Boehringer,32,0,3,0.0,4.19,29,0,9,0,0,1,34.1,32,20,16,4,17,5,27,2,0,0,156,96,4.65,1.427,8.4,1.0,4.5,7.1,1.59,Right,No
12,2001,,Ryan Jensen,25,1,2,0.333,4.25,10,7,2,0,0,0,42.1,44,21,20,5,25,0,26,4,0,2,193,94,5.41,1.63,9.4,1.1,5.3,5.5,1.04,Right,No
13,2001,,Chad Zerbe,29,3,0,1.0,3.92,27,1,9,0,0,0,39.0,41,21,17,3,10,0,22,1,0,2,162,102,3.77,1.308,9.5,0.7,2.3,5.1,2.2,Left,No
14,2001,,Ryan Vogelsong,23,0,3,0.0,5.65,13,0,8,0,0,0,28.2,29,21,18,5,14,0,17,2,0,2,130,71,5.8,1.5,9.1,1.6,4.4,5.3,1.21,Right,No
15,2001,,Alan Embree,31,0,2,0.0,11.25,22,0,7,0,0,0,20.0,34,26,25,7,10,2,25,2,0,1,106,36,6.9,2.2,15.3,3.2,4.5,11.3,2.5,Left,No
16,2001,,Jason Christiansen,31,1,0,1.0,1.59,25,0,3,0,0,0,17.0,14,3,3,1,5,0,12,0,0,4,66,256,3.28,1.118,7.4,0.5,2.6,6.4,2.4,Left,No
17,2001,,Wayne Gomes,28,2,0,1.0,8.4,13,0,4,0,0,0,15.0,21,14,14,3,7,2,17,0,0,2,70,48,4.78,1.867,12.6,1.8,4.2,10.2,2.43,Right,No
18,2001,,Kurt Ainsworth,22,0,0,0.0,13.5,2,0,2,0,0,0,2.0,3,3,3,1,2,0,3,1,0,0,12,35,11.05,2.5,13.5,4.5,9.0,13.5,1.5,Right,No
1,2000,SP,Liván Hernández,25,17,11,0.607,3.75,33,33,0,5,2,0,240.0,254,114,100,22,73,3,165,4,0,3,1030,114,3.91,1.363,9.5,0.8,2.7,6.2,2.26,Right,No
